1	1	1
1	2	0.117877
1	3	0.129786
1	4	0.19904
1	5	0.014643
1	6	0.05035
1	7	0.297806
1	8	0.124518
1	9	0.22004
1	10	0.112165
1	11	0.149184
1	12	0.13977
1	13	0.10241
1	14	0.127817
1	15	0.122314
1	16	0.169729
1	17	0.062875
1	18	-0.007276
1	19	0.085738
1	20	0.190298
1	21	0.005951
1	22	0.186172
1	23	0.119166
1	24	0.239276
1	25	0.132936
1	26	0.161924
1	27	0.28364
1	28	0.160434
1	29	0.048835
1	30	-0.039874
1	31	0.073391
1	32	0.23769
1	33	0.13846
1	34	0.061215
1	35	0.221064
1	36	0.087759
1	37	0.090555
1	38	0.077558
1	39	0.007536
1	40	0.190876
1	41	0.061925
1	42	0.128498
1	43	0.269369
1	44	0.222694
1	45	0.133525
1	46	0.136799
1	47	0.133377
1	48	0.082491
1	49	0.149189
1	50	0.119297
1	51	0.196113
1	52	0.035272
1	53	0.022251
1	54	0.174944
1	55	0.122955
1	56	0.029811
1	57	0.073711
1	58	0.042986
1	59	0.244443
1	60	0.119725
1	61	0.071618
1	62	0.088214
1	63	-0.029758
1	64	0.125716
1	65	0.041252
1	66	0.156687
1	67	0.165492
1	68	-0.020057
1	69	0.171659
1	70	0.153575
1	71	0.148999
1	72	0.126553
1	73	0.175187
1	74	0.120169
1	75	0.200142
1	76	0.057946
1	77	0.110478
1	78	0.054034
1	79	0.171645
1	80	0.149798
1	81	0.106326
1	82	0.118303
1	83	0.039591
1	84	0.233897
1	85	0.167571
1	86	0.172373
1	87	0.111605
1	88	0.287102
1	89	0.147183
1	90	0.118262
1	91	0.121157
1	92	0.060589
1	93	0.145435
1	94	0.259586
1	95	0.206088
1	96	0.160263
1	97	0.294957
1	98	0.238029
2	2	1
2	3	0.225722
2	4	0.104038
2	5	0.130755
2	6	0.105829
2	7	0.201112
2	8	0.128203
2	9	0.176488
2	10	0.178137
2	11	0.261701
2	12	0.142492
2	13	0.089763
2	14	0.452794
2	15	0.093986
2	16	0.159417
2	17	0.210734
2	18	0.171774
2	19	0.162126
2	20	0.198579
2	21	0.159381
2	22	0.180342
2	23	0.089845
2	24	0.090281
2	25	0.057638
2	26	0.243014
2	27	0.16568
2	28	0.087958
2	29	0.213272
2	30	0.195488
2	31	0.15968
2	32	0.151449
2	33	0.225241
2	34	0.326768
2	35	0.243206
2	36	0.060041
2	37	0.112915
2	38	0.263028
2	39	0.153049
2	40	0.0788
2	41	0.10986
2	42	0.491337
2	43	0.25614
2	44	0.085587
2	45	0.10263
2	46	0.161904
2	47	0.139383
2	48	0.030096
2	49	0.140607
2	50	0.061617
2	51	0.133236
2	52	0.195863
2	53	0.292793
2	54	0.183905
2	55	0.361984
2	56	0.028894
2	57	0.226966
2	58	0.155365
2	59	0.129877
2	60	0.093062
2	61	0.199428
2	62	-0.00926
2	63	0.042251
2	64	0.219839
2	65	0.075548
2	66	0.135393
2	67	0.154787
2	68	-0.009008
2	69	0.372945
2	70	0.295928
2	71	0.124709
2	72	0.129435
2	73	-0.047024
2	74	0.113207
2	75	0.130256
2	76	0.034766
2	77	0.254757
2	78	0.113695
2	79	0.197741
2	80	0.112104
2	81	0.169376
2	82	0.314669
2	83	0.042643
2	84	0.06996
2	85	0.188796
2	86	0.195197
2	87	0.28931
2	88	0.120497
2	89	0.092056
2	90	0.243965
2	91	0.0153
2	92	0.092074
2	93	0.160877
2	94	0.092059
2	95	0.16991
2	96	0.154526
2	97	0.142381
2	98	0.177566
3	3	1
3	4	0.108422
3	5	0.221394
3	6	0.023548
3	7	0.199253
3	8	0.20882
3	9	0.265038
3	10	0.159942
3	11	0.215763
3	12	0.16204
3	13	0.070226
3	14	0.181778
3	15	0.052122
3	16	0.196927
3	17	0.222105
3	18	0.332753
3	19	0.151223
3	20	0.228581
3	21	0.192577
3	22	0.31573
3	23	0.157035
3	24	0.224394
3	25	0.086003
3	26	0.190456
3	27	0.081956
3	28	0.176358
3	29	0.169692
3	30	0.320786
3	31	0.351099
3	32	0.194226
3	33	0.183665
3	34	0.093359
3	35	0.097707
3	36	0.150314
3	37	0.176587
3	38	0.205655
3	39	0.329535
3	40	0.203881
3	41	0.269541
3	42	0.159705
3	43	0.245259
3	44	0.115664
3	45	0.280618
3	46	0.224614
3	47	0.20083
3	48	0.124541
3	49	0.142098
3	50	0.141219
3	51	0.152297
3	52	0.252658
3	53	0.332334
3	54	0.215491
3	55	0.16337
3	56	0.109401
3	57	0.08275
3	58	0.257416
3	59	0.228396
3	60	0.079811
3	61	0.169931
3	62	0.142183
3	63	0.117263
3	64	0.003617
3	65	0.28177
3	66	0.167724
3	67	0.187652
3	68	0.095665
3	69	0.120042
3	70	0.275133
3	71	0.065341
3	72	0.233126
3	73	0.022338
3	74	0.146724
3	75	0.108168
3	76	0.09853
3	77	0.152315
3	78	0.096666
3	79	0.141775
3	80	0.169032
3	81	0.135196
3	82	0.158394
3	83	0.130593
3	84	0.067856
3	85	0.207375
3	86	0.205849
3	87	0.170307
3	88	0.113001
3	89	0.153648
3	90	0.208834
3	91	0.1743
3	92	0.235855
3	93	0.168339
3	94	0.158524
3	95	0.148602
3	96	0.168209
3	97	0.160968
3	98	0.150339
4	4	1
4	5	0.197681
4	6	0.101061
4	7	0.22678
4	8	0.169556
4	9	0.216869
4	10	0.142878
4	11	0.191541
4	12	0.201594
4	13	0.097056
4	14	0.101531
4	15	0.106665
4	16	0.230679
4	17	0.139199
4	18	0.140486
4	19	0.170629
4	20	0.303627
4	21	0.195057
4	22	0.308528
4	23	0.161357
4	24	0.116148
4	25	0.205099
4	26	0.212357
4	27	0.290848
4	28	0.214373
4	29	0.157141
4	30	0.138742
4	31	0.188351
4	32	0.221663
4	33	0.053822
4	34	0.166459
4	35	0.157195
4	36	0.14518
4	37	0.198814
4	38	0.063541
4	39	0.170277
4	40	0.190997
4	41	0.141892
4	42	0.130965
4	43	0.314583
4	44	0.240496
4	45	0.117989
4	46	0.181728
4	47	0.217917
4	48	0.232831
4	49	0.147557
4	50	0.219162
4	51	0.199676
4	52	0.110497
4	53	0.140164
4	54	0.151899
4	55	0.187727
4	56	0.123777
4	57	0.113157
4	58	0.138414
4	59	0.270741
4	60	0.159888
4	61	0.237498
4	62	0.1448
4	63	0.162595
4	64	0.003345
4	65	0.11262
4	66	0.200827
4	67	0.219465
4	68	0.136436
4	69	0.066086
