1	0.003748	0.034225
2	0.005254	0.030476
3	0.00305	0.036061
4	0.002232	0.044729
5	0.004411	0.037047
6	0.003561	0.037604
7	-0.00097	0.028845
8	0.00143	0.045563
9	0.004703	0.033162
10	0.006346	0.039256
11	0.001377	0.03577
12	0.000449	0.036987
13	0.002775	0.038363
14	0.002028	0.029409
15	0.002299	0.029261
16	0.001821	0.034917
17	0.000457	0.036059
18	0.008209	0.038944
19	0.00469	0.040809
20	-0.000069	0.028275
21	0.002155	0.029984
22	0.00422	0.035942
23	0.001754	0.034711
24	0.002023	0.032027
25	0.002462	0.024911
26	0.0042	0.031547
27	0.003313	0.033658
28	0.001853	0.043067
29	0.006864	0.046104
30	0.003174	0.030474
31	0.00133	0.033124
32	0.001191	0.02877
33	0.001845	0.036336
34	0.001956	0.035746
35	0.001296	0.033991
36	0.00092	0.036437
37	0.005468	0.030368
38	0.00248	0.040487
39	0.002187	0.032122
40	0.000995	0.048195
41	0.001849	0.027878
42	0.003308	0.038102
43	0.000868	0.034218
44	0.004946	0.035377
45	-0.001126	0.030716
46	0.001907	0.025092
47	0.002999	0.032469
48	0.003122	0.033338
49	0.002128	0.035132
50	0.00191	0.02922
51	0.001902	0.02909
52	0.003216	0.035885
53	0.004296	0.02699
54	0.000371	0.045144
55	0.004798	0.046351
56	0.001511	0.030168
57	0.00344	0.039785
58	0.002259	0.035393
59	0.002529	0.032115
60	0.002829	0.030069
61	0.002201	0.033319
62	0.003781	0.023641
63	-0.000083	0.030838
64	0.002018	0.03434
65	0.000659	0.030586
66	0.003995	0.035235
67	0.001368	0.036356
68	0.003866	0.034226
69	0.003047	0.039768
70	0.003172	0.042155
71	0.005693	0.053099
72	0.004033	0.031358
73	0.002569	0.025676
74	0.001774	0.036991
75	0.002167	0.026031
76	0.004241	0.033421
77	0.003242	0.027458
78	0.000651	0.029354
79	0.001916	0.031914
80	0.002755	0.036497
81	0.00248	0.028115
82	0.00475	0.034749
83	0.002645	0.029507
84	0.003342	0.045996
85	0.000039	0.032916
86	0.002306	0.026214
87	0.002421	0.035977
88	0.004007	0.035529
89	0.003263	0.046543
